Year,Make,Model,Mileage,Price
2019,Mercedes-Benz,GLC300,70151,35995
2014,Mercedes-Benz,CLS500,64400,35995
2018,Mercedes-Benz,GLC,54999,35995
2018,Mercedes-Benz,SLC300,43508,54995
2016,Mercedes-Benz,GLE,98883,36498
2020,Mercedes-Benz,A-Class,36000,36588
2018,Mercedes-Benz,GLC300,72985,36850
2018,Mercedes-Benz,GLA,71000,36880
2019,Mercedes-Benz,GLC-Class,98975,36888
2013,Mercedes-Benz,GL-Class,77600,36888
2017,Mercedes-Benz,GLE-Class,121729,36888
2019,Mercedes-Benz,C-Class,84400,36888
2018,Mercedes-Benz,C-Class,128000,36900
2019,Mercedes-Benz,E450,60776,50999
2019,Mercedes-Benz,GLC,79000,36900
2019,Mercedes-Benz,GLA250,58044,36960
2019,Mercedes-Benz,GLC300,62504,36980
2015,Mercedes-Benz,GL-Class,99507,36990
2018,Mercedes-Benz,GLC300,71667,36990
2018,Mercedes-Benz,GLC,87000,36991
2019,Mercedes-Benz,C300,79297,36994
2017,Mercedes-Benz,E300,98819,36995
2018,Mercedes-Benz,C-Class,76501,36995
2016,Mercedes-Benz,C-Class,125511,45999
2015,Mercedes-Benz,GL-Class,110000,36999
2017,Mercedes-Benz,GLC,81180,37500
2019,Mercedes-Benz,C-Class,55000,37880
2018,Mercedes-Benz,GLE-Class,114956,37888
2016,Mercedes-Benz,GLE-Class,78165,37888
2019,Mercedes-Benz,GLA-Class,7956,37950
2019,Mercedes-Benz,GLC,77453,37980
2016,Mercedes-Benz,E-Class,97000,37988
2017,Mercedes-Benz,E-Class,96269,37995
2021,Mercedes-Benz,GLE-Class,44231,99800
2020,Mercedes-Benz,GLA250,25666,37995
2016,Mercedes-Benz,E-Class,27168,37997
2018,Mercedes-Benz,GLC300,48400,37999
2016,Mercedes-Benz,S550,145785,38000
2020,Mercedes-Benz,GLA,50701,38288
2019,Mercedes-Benz,GLC,74512,38500
2017,Mercedes-Benz,C43,90000,38795
2018,Mercedes-Benz,GLA-Class,74700,38888
2018,Mercedes-Benz,GLC,56445,38900
2022,Mercedes-Benz,GLC300,13435,63780
2019,Mercedes-Benz,C300,75338,38950
2017,Mercedes-Benz,GLC-Class,99765,38980
2020,Mercedes-Benz,A250,44000,38990
2016,Mercedes-Benz,GLE,92000,38995
2019,Mercedes-Benz,GLC,76538,38995
2017,Mercedes-Benz,GLC-Class,94050,38999
2018,Mercedes-Benz,GLE,84601,39300
2017,Mercedes-Benz,GLE,55478,39777
2019,Mercedes-Benz,GLC300,48247,39888
2022,Mercedes-Benz,S-Class,4502,155749
2018,Mercedes-Benz,C-Class,104587,39888
2018,Mercedes-Benz,GLE,102000,39895
2018,Mercedes-Benz,C-Class,51007,39900
2014,Mercedes-Benz,SLK-Class,28913,39900
2018,Mercedes-Benz,E-Class,84989,39977
2018,Mercedes-Benz,GLE,130816,39980
2016,Mercedes-Benz,E-Class,50479,39995
2019,Mercedes-Benz,GLC,61956,39995
2018,Mercedes-Benz,GLE,152892,39995
2019,Mercedes-Benz,C-Class,69919,75800
2019,Mercedes-Benz,C-Class,37400,39999
2020,Mercedes-Benz,CLA-Class,84970,39999
2019,Mercedes-Benz,GLC,51133,39999
2018,Mercedes-Benz,GLC,56379,39999
2015,Mercedes-Benz,GL-Class,84500,39999
2019,Mercedes-Benz,C-Class,28950,40777
2020,Mercedes-Benz,C-Class,65000,40880
2017,Mercedes-Benz,C43,76610,40888
2019,Mercedes-Benz,C-Class,29200,40888
2022,Mercedes-Benz,GLC,1615,88548
2021,Mercedes-Benz,A220,42709,40980
2020,Mercedes-Benz,GLC300,83047,40990
2019,Mercedes-Benz,C-Class,53036,40995
2020,Mercedes-Benz,C-Class,40413,40995
2020,Mercedes-Benz,C-Class,85984,40999
2018,Mercedes-Benz,C43,79700,41000
2019,Mercedes-Benz,GLC300,69800,41500
2018,Mercedes-Benz,GLE-Class,85995,41500
2018,Mercedes-Benz,GLE,72587,41777
2020,Mercedes-Benz,G63,21000,245888
2018,Mercedes-Benz,GLE,76587,41777
2019,Mercedes-Benz,GLC,48033,41888
2019,Mercedes-Benz,GLC,55000,41888
2019,Mercedes-Benz,C-Class,34665,41897
2016,Mercedes-Benz,GL-Class,117000,41900
2017,Mercedes-Benz,E-Class,71000,41950
2020,Mercedes-Benz,C300,47370,41959
2020,Mercedes-Benz,C300,51895,41959
2019,Mercedes-Benz,C-Class,43287,41995
2020,Mercedes-Benz,AMG,61087,155995
2018,Mercedes-Benz,GLE,72000,42495
2019,Mercedes-Benz,C-Class,42785,42700
2017,Mercedes-Benz,GLS-Class,134984,42777
2019,Mercedes-Benz,GLC300,34279,42797
2018,Mercedes-Benz,GLC,34000,42880
2018,Mercedes-Benz,C-Class,57800,42888
2022,Mercedes-Benz,AMG,90,159593
2019,Mercedes-Benz,C-Class,114369,47800
2022,Mercedes-Benz,GLC300,15000,64888
2017,Mercedes-Benz,G-Class,86632,123800
2021,Mercedes-Benz,S580,21780,149880
2020,Mercedes-Benz,G63,39500,248995
2021,Mercedes-Benz,G63,27089,264995
2015,Mercedes-Benz,350,68328,30000
2017,Mercedes-Benz,GLC,52850,42888
2018,Mercedes-Benz,C-Class,70703,42888
2019,Mercedes-Benz,GLC300,45819,42980
2017,Mercedes-Benz,GLE,104172,42995
2019,Mercedes-Benz,GLC300,31342,43900
2021,Mercedes-Benz,GLA,48000,42995
2020,Mercedes-Benz,C-Class,32398,42995
2018,Mercedes-Benz,GLE,54524,42995
2017,Mercedes-Benz,GLE-Class,46100,43888
2020,Mercedes-Benz,C300,37010,43959
2021,Mercedes-Benz,A-Class,20102,43980
2018,Mercedes-Benz,E-Class,63255,43980
2020,Mercedes-Benz,C-Class,44508,43990
2020,Mercedes-Benz,C-Class,51739,43995
2022,Mercedes-Benz,GLC-Class,9554,74995
2018,Mercedes-Benz,GLE,68189,43995
2015,Mercedes-Benz,E-Class,35051,43995
2019,Mercedes-Benz,CLA,95911,44150
2020,Mercedes-Benz,GLC300,57102,44888
2018,Mercedes-Benz,GLE-Class,63973,44888
2018,Mercedes-Benz,GLE400,68000,44900
2018,Mercedes-Benz,GLE,60099,44900
2019,Mercedes-Benz,GLE,84288,44900
2020,Mercedes-Benz,C-Class,55295,44990
2018,Mercedes-Benz,GLC,53420,48950
2019,Mercedes-Benz,GLC350e,46790,45809
2018,Mercedes-Benz,GLC-Class,45500,45895
2020,Mercedes-Benz,C-Class,32555,45900
2018,Mercedes-Benz,GLE,82000,45900
2019,Mercedes-Benz,E-Class,76812,45900
2018,Mercedes-Benz,GLE,78000,45900
2018,Mercedes-Benz,GLE400,55000,45900
2019,Mercedes-Benz,E300,57849,45909
2018,Mercedes-Benz,GLS,142000,45975
2022,Mercedes-Benz,GLC300,17376,68900
2018,Mercedes-Benz,GLE-Class,96000,45980
2022,Mercedes-Benz,A-Class,3001,45994
2019,Mercedes-Benz,C-Class,28909,45998
2018,Mercedes-Benz,E-Class,119967,45999
2019,Mercedes-Benz,C-Class,16600,46288
2019,Mercedes-Benz,GLC300,89190,46777
2019,Mercedes-Benz,E-Class,64859,46777
2022,Mercedes-Benz,A-Class,8712,46790
2022,Mercedes-Benz,A-Class,7271,46828
2020,Mercedes-Benz,Metris,5153,59995
2018,Mercedes-Benz,E-Class,100080,46888
2018,Mercedes-Benz,C-Class,59100,46888
2018,Mercedes-Benz,C-Class,67234,46898
2017,Mercedes-Benz,GLC,47000,46900
2018,Mercedes-Benz,GLE400,66522,46960
2018,Mercedes-Benz,GLE400,59314,46988
2019,Mercedes-Benz,E-Class,36497,46995
2017,Mercedes-Benz,GLE,43486,46995
2020,Mercedes-Benz,GLC300,57451,47755
2017,Mercedes-Benz,GLS450,87669,51895
2016,Mercedes-Benz,S-Class,101547,47777
2019,Mercedes-Benz,GLE,53000,47880
2019,Mercedes-Benz,GLC,57028,47890
2022,Mercedes-Benz,A250,9447,47900
2019,Mercedes-Benz,GLC350e,67746,47959
2016,Mercedes-Benz,E-Class,61000,47988
2019,Mercedes-Benz,C-Class,52077,47995
2021,Mercedes-Benz,CLA,10000,47995
2019,Mercedes-Benz,C-Class,77205,47995
2019,Mercedes-Benz,GLE63,26494,88888
2019,Mercedes-Benz,GLE,96904,47999
2020,Mercedes-Benz,GLC-Class,74000,48800
2019,Mercedes-Benz,GLC-Class,77000,48880
2019,Mercedes-Benz,GLC-Class,72000,48880
2019,Mercedes-Benz,GLC,64386,48898
2018,Mercedes-Benz,GLC,49936,48898
2018,Mercedes-Benz,E-Class,60950,48980
2020,Mercedes-Benz,GLC-Class,29921,48990
2017,Mercedes-Benz,AMG,34000,48997
2022,Mercedes-Benz,GLC300,6885,61995
2018,Mercedes-Benz,GLE,35327,48999
2018,Mercedes-Benz,C-Class,68812,48999
2020,Mercedes-Benz,GLC,49872,49149
2018,Mercedes-Benz,C300,32455,49288
2020,Mercedes-Benz,GLC,41229,49700
2021,Mercedes-Benz,GLC-Class,36000,49880
2018,Mercedes-Benz,C43,48793,49888
2017,Mercedes-Benz,CLS550,51785,49888
2019,Mercedes-Benz,GLC-Class,71300,49888
2018,Mercedes-Benz,E-Class,39450,59995
2019,Mercedes-Benz,E-Class,97592,49888
2018,Mercedes-Benz,GLE,55141,49900
2019,Mercedes-Benz,GLC300,1795,49959
2021,Mercedes-Benz,GLA-Class,48061,49995
2018,Mercedes-Benz,C-Class,62595,49995
2019,Mercedes-Benz,C-Class,68000,50800
2018,Mercedes-Benz,E-Class,56848,50898
2023,Mercedes-Benz,GLA250,13,50919
2018,Mercedes-Benz,GLC-Class,47490,50995
2020,Mercedes-Benz,GLE,60857,65999
2020,Mercedes-Benz,C43,95109,51488
2020,Mercedes-Benz,GLC,28525,51700
2022,Mercedes-Benz,A-Class,7500,51749
2019,Mercedes-Benz,GLC-Class,101000,51888
2019,Mercedes-Benz,E-Class,82321,51888
2021,Mercedes-Benz,GLC-Class,11000,51950
2021,Mercedes-Benz,GLC300,36319,51995
2019,Mercedes-Benz,GLC,50400,51999
2022,Mercedes-Benz,A250,7411,52318
2022,Mercedes-Benz,GLC,90,71607
2023,Mercedes-Benz,CLA250,1391,52411
2019,Mercedes-Benz,AMG,93052,52800
2021,Mercedes-Benz,GLA-Class,34000,52888
2015,Mercedes-Benz,S-Class,68200,52888
2019,Mercedes-Benz,GLC,67025,52900
2021,Mercedes-Benz,A220,42709,40980
2018,Mercedes-Benz,C-Class,57420,35950
2018,Mercedes-Benz,E-Class,39450,59995
2018,Mercedes-Benz,C-Class,45216,79800
2022,Mercedes-Benz,C300,50,65888
2007,Mercedes-Benz,R320,361779,7000
2017,Mercedes-Benz,GLE,85000,42800
2016,Mercedes-Benz,G63,57000,139000
1975,Mercedes-Benz,SL450,107624,29999
2018,Mercedes-Benz,E-Class,73369,52900
2019,Mercedes-Benz,GLC-Class,48347,52921
2019,Mercedes-Benz,C43,37145,52959
2018,Mercedes-Benz,AMG,64887,52988
2022,Mercedes-Benz,A250,13604,46995
2018,Mercedes-Benz,GLS-Class,123462,52995
2018,Mercedes-Benz,GLE,56062,52995
2018,Mercedes-Benz,E-Class,47567,52999
2019,Mercedes-Benz,C-Class,29542,53888
2019,Mercedes-Benz,C43,67816,53888
2018,Mercedes-Benz,GLE,68000,53895
2020,Mercedes-Benz,GLC300,5285,53950
2018,Mercedes-Benz,AMG,82000,53950
2020,Mercedes-Benz,E-Class,73734,53995
2019,Mercedes-Benz,GLC-Class,32044,49800
2015,Mercedes-Benz,S-Class,99000,53998
2017,Mercedes-Benz,S-Class,103500,53999
2023,Mercedes-Benz,GLA250,1594,54096
2020,Mercedes-Benz,GLC300,81615,54247
2018,Mercedes-Benz,GLS,85714,54777
2018,Mercedes-Benz,GLS-Class,72000,54880
2018,Mercedes-Benz,GLS-Class,51000,54880
2019,Mercedes-Benz,C43,25374,54899
2021,Mercedes-Benz,GLC300,13531,54959
2020,Mercedes-Benz,GLS450,89522,82995
2019,Mercedes-Benz,C43,55081,54960
2015,Mercedes-Benz,S-Class,66342,54995
2023,Mercedes-Benz,GLA250,4174,55194
2019,Mercedes-Benz,CLS450,76916,55540
2022,Mercedes-Benz,GLB250,4424,55888
2014,Mercedes-Benz,SL-Class,41677,55888
2023,Mercedes-Benz,GLA250,1309,55949
2021,Mercedes-Benz,GLB250,8932,55995
2022,Mercedes-Benz,GLB250,90,56434
2020,Mercedes-Benz,E53,32238,97995
2020,Mercedes-Benz,C-Class,36871,56980
2020,Mercedes-Benz,E-Class,38800,56999
2022,Mercedes-Benz,GLB250,1581,57338
2022,Mercedes-Benz,GLB250,715,57572
2019,Mercedes-Benz,E-Class,46000,57880
2020,Mercedes-Benz,GLC,60868,57887
2019,Mercedes-Benz,E-Class,18850,57888
2020,Mercedes-Benz,C43,56595,57888
2022,Mercedes-Benz,GLB250,6236,57899
2017,Mercedes-Benz,C-Class,120000,33999
2022,Mercedes-Benz,GLC300,9800,57900
2022,Mercedes-Benz,GLC300,11990,57949
2019,Mercedes-Benz,E-Class,53919,57995
2019,Mercedes-Benz,C-Class,28982,57999
2019,Mercedes-Benz,CLS-Class,57891,57999
2021,Mercedes-Benz,GLC,13100,58149
2022,Mercedes-Benz,GLB250,2285,58309
2021,Mercedes-Benz,GLC,14492,58749
2022,Mercedes-Benz,GLC300,4215,58763
2019,Mercedes-Benz,E300,67742,46956
2022,Mercedes-Benz,GLC300,4509,58763
2022,Mercedes-Benz,GLC300,18120,58800
2019,Mercedes-Benz,GLE-Class,81158,58880
2021,Mercedes-Benz,GLC300,12178,58888
2019,Mercedes-Benz,C-Class,45668,58888
2021,Mercedes-Benz,C43,15000,58900
2019,Mercedes-Benz,GLE-Class,100000,58980
2018,Mercedes-Benz,GLE,84407,58980
2013,Mercedes-Benz,SL-Class,59000,58988
2020,Mercedes-Benz,GLE450,73056,65490
2016,Mercedes-Benz,GLE-Class,104000,58995
2018,Mercedes-Benz,E-Class,42538,58999
2021,Mercedes-Benz,GLC,14595,59149
2019,Mercedes-Benz,E-Class,44735,59590
2018,Mercedes-Benz,E-Class,62000,59800
2019,Mercedes-Benz,E-Class,58277,59900
2018,Mercedes-Benz,GLE,72000,59900
2022,Mercedes-Benz,GLC300,9245,59900
2022,Mercedes-Benz,GLC300,6817,59900
2022,Mercedes-Benz,GLC300,4215,58763
2021,Mercedes-Benz,GLC300,14934,59959
2017,Mercedes-Benz,GLE-Class,97953,59995
2019,Mercedes-Benz,E-Class,67153,59995
2019,Mercedes-Benz,E-Class,29100,59995
2020,Mercedes-Benz,GLE,79196,59995
2019,Mercedes-Benz,C-Class,37937,59995
2023,Mercedes-Benz,GLA250,2501,60036
2022,Mercedes-Benz,GLC300,382,60813
2020,Mercedes-Benz,E-Class,26125,60888
2022,Mercedes-Benz,GLC300,382,60813
2022,Mercedes-Benz,GLC300,6869,60900
2018,Mercedes-Benz,E-Class,25269,61800
2018,Mercedes-Benz,E-Class,35330,61888
2018,Mercedes-Benz,GLS,55208,61898
2019,Mercedes-Benz,GLE,91598,61904
2019,Mercedes-Benz,E-Class,42760,61988
2021,Mercedes-Benz,GLC,13000,61995
2019,Mercedes-Benz,GLE43,91000,61995
2018,Mercedes-Benz,E-Class,53792,61995
2019,Mercedes-Benz,GLA250,48722,34900
2022,Mercedes-Benz,GLB250,1848,62338
2022,Mercedes-Benz,C-Class,7264,62456
2022,Mercedes-Benz,GLB250,841,62828
2020,Mercedes-Benz,GLE,49999,62880
2022,Mercedes-Benz,C-Class,5733,62888
2020,Mercedes-Benz,GLE-Class,71501,62888
2022,Mercedes-Benz,GLC300,5535,62900
2022,Mercedes-Benz,GLC300,5369,62900
2018,Mercedes-Benz,GLE,59000,62900
2019,Mercedes-Benz,S-Class,38497,86995
2018,Mercedes-Benz,GLS550,96000,62900
2023,Mercedes-Benz,C300,1327,63619
2019,Mercedes-Benz,E-Class,79700,63888
2022,Mercedes-Benz,GLC300,3530,63923
2020,Mercedes-Benz,GLE,55000,63995
2019,Mercedes-Benz,GLC,47318,63999
2019,Mercedes-Benz,GLC-Class,52666,40800
2017,Mercedes-Benz,GLC,76540,40950
2021,Mercedes-Benz,AMG,36901,69995
2017,Mercedes-Benz,E-Class,61900,41500
2020,Mercedes-Benz,GLS580,47852,108995
2010,Mercedes-Benz,C250,168000,10999
2019,Mercedes-Benz,A,43050,34995
2018,Mercedes-Benz,GLE,26252,88888
2022,Mercedes-Benz,GLC,1438,64047
2022,Mercedes-Benz,GLC300,10223,64900
2022,Mercedes-Benz,GLC300,5202,64900
2020,Mercedes-Benz,GLE,53545,64980
2019,Mercedes-Benz,AMG,33748,164950
2020,Mercedes-Benz,GLE,100900,65038
2020,Mercedes-Benz,GLE-Class,52785,65888
2014,Mercedes-Benz,SL-Class,33000,65888
2018,Mercedes-Benz,GLE,34000,65900
2021,Mercedes-Benz,GLE350,69722,65999
2020,Mercedes-Benz,GLE,60857,65999
2019,Mercedes-Benz,GLE,85543,66500
2019,Mercedes-Benz,CLS,61000,66880
2022,Mercedes-Benz,GLC,16779,66898
2017,Mercedes-Benz,SL-Class,62609,66980
2020,Mercedes-Benz,GLE,51206,66995
2019,Mercedes-Benz,GLE,72394,67700
2017,Mercedes-Benz,S-Class,67850,67888
2019,Mercedes-Benz,GLS,70000,67999
2018,Mercedes-Benz,SL-Class,55200,68888
2021,Mercedes-Benz,C-Class,11649,68995
2021,Mercedes-Benz,GLE,34656,69841
2016,Mercedes-Benz,S-Class,74555,69888
2018,Mercedes-Benz,GLE43,90856,63995
2020,Mercedes-Benz,C43,43300,69888
2020,Mercedes-Benz,GLE-Class,34768,69888
2021,Mercedes-Benz,C300,7385,69959
2017,Mercedes-Benz,C63,58141,69990
2016,Mercedes-Benz,GLE,45960,69996
2011,Mercedes-Benz,G-Class,88200,69999
2023,Mercedes-Benz,C300,1646,71144
2018,Mercedes-Benz,AMG,88118,71888
2021,Mercedes-Benz,CLA45,15955,71900
2022,Mercedes-Benz,GLC300,619,69539
2019,Mercedes-Benz,AMG,60170,71995
2022,Mercedes-Benz,GLC,17024,71998
2023,Mercedes-Benz,C300,1383,72119
2021,Mercedes-Benz,C-Class,3861,72495
2019,Mercedes-Benz,CLS,34000,72880
2021,Mercedes-Benz,GLE,31087,72888
2019,Mercedes-Benz,GLC63,45616,72900
2020,Mercedes-Benz,GLE,40751,72998
2023,Mercedes-Benz,GLC300,6754,73150
2022,Mercedes-Benz,GLC300,6817,59900
2017,Mercedes-Benz,AMG,65870,73800
2018,Mercedes-Benz,S-Class,61000,73888
2022,Mercedes-Benz,GLC300,6781,73900
2021,Mercedes-Benz,AMG,14312,73988
2019,Mercedes-Benz,C63,24201,73988
2021,Mercedes-Benz,GLE,34000,73999
2023,Mercedes-Benz,GLC300,1800,74150
2018,Mercedes-Benz,S-Class,69878,74898
2019,Mercedes-Benz,GLS-Class,69000,74950
2020,Mercedes-Benz,S560,31541,110995
2021,Mercedes-Benz,AMG,29504,74960
2019,Mercedes-Benz,GLS550,51000,74988
2022,Mercedes-Benz,GLC-Class,9554,74995
2019,Mercedes-Benz,AMG,21754,75995
2022,Mercedes-Benz,GLC-Class,7547,75995
2020,Mercedes-Benz,GLE450,40011,76959
2022,Mercedes-Benz,GLC,3102,77888
2019,Mercedes-Benz,S-Class,80908,77888
2020,Mercedes-Benz,GLS,109000,77900
2017,Mercedes-Benz,C-Class,110958,34999
2021,Mercedes-Benz,GLE450,47718,77900
2013,Mercedes-Benz,G-Class,143509,77995
2021,Mercedes-Benz,GLE,37311,78995
2021,Mercedes-Benz,E-Class,7700,79800
2018,Mercedes-Benz,S-Class,64258,79898
2022,Mercedes-Benz,GLE350,16756,79900
2022,Mercedes-Benz,GLC,14320,81649
2022,Mercedes-Benz,AMG,7672,81900
2021,Mercedes-Benz,C43,7790,81969
2022,Mercedes-Benz,GLC300,9800,57900
2018,Mercedes-Benz,E-Class,84771,82888
2022,Mercedes-Benz,AMG,2715,82900
2022,Mercedes-Benz,E450,3561,83888
2018,Mercedes-Benz,GLE,64314,83898
2018,Mercedes-Benz,E-Class,58232,85000
2020,Mercedes-Benz,GLS-Class,39890,87800
2016,Mercedes-Benz,CLS,16000,88000
2020,Mercedes-Benz,GLS,58800,88000
2020,Mercedes-Benz,GLE,45558,88888
2021,Mercedes-Benz,AMG,52033,67395
2019,Mercedes-Benz,GLE63,26494,88888
2022,Mercedes-Benz,E450,3965,88888
2021,Mercedes-Benz,E-Class,16423,88995
2016,Mercedes-Benz,G-Class,94081,89777
2013,Mercedes-Benz,G-Class,83123,89995
2022,Mercedes-Benz,GLE450,19538,90959
2020,Mercedes-Benz,GLE,51574,90999
2020,Mercedes-Benz,GLS450,52670,91959
2020,Mercedes-Benz,GLS450,45236,92959
2022,Mercedes-Benz,GLE350,14563,81995
2020,Mercedes-Benz,GLS,43704,92998
2022,Mercedes-Benz,E53,10500,93847
2020,Mercedes-Benz,GLE-Class,26000,94888
2016,Mercedes-Benz,G-Class,80899,94900
2023,Mercedes-Benz,GLE350,2397,96555
2022,Mercedes-Benz,E-Class,4842,96995
2019,Mercedes-Benz,E63,38659,96995
2022,Mercedes-Benz,GLE,3012,97888
2017,Mercedes-Benz,G550,93000,99000
2022,Mercedes-Benz,A220,5467,51364
2017,Mercedes-Benz,S-Class,66595,99888
2020,Mercedes-Benz,S-Class,12000,99995
2021,Mercedes-Benz,GLE,45380,99998
2020,Mercedes-Benz,S-Class,54001,99999
2020,Mercedes-Benz,GLS580,42142,103950
2019,Mercedes-Benz,AMG,12523,169890
2007,Mercedes-Benz,CLK-Class,157817,12950
2019,Mercedes-Benz,GLC300,72668,35990
2020,Mercedes-Benz,GLC300,61119,44995
2020,Mercedes-Benz,C-Class,27500,59500
2010,Mercedes-Benz,C250,168000,10999
2014,Mercedes-Benz,E-Class,177049,18888
2012,Mercedes-Benz,S-Class,63000,61989
2020,Mercedes-Benz,S-Class,21218,107900
2019,Mercedes-Benz,E63,48220,113800
2017,Mercedes-Benz,G-Class,69000,115388
2022,Mercedes-Benz,S580,90,200158
2022,Mercedes-Benz,EQS,6000,165000
2006,Mercedes-Benz,E-Class,210027,5750
2011,Mercedes-Benz,B-Class,126671,6990
2007,Mercedes-Benz,M-Class,216526,7000
2010,Mercedes-Benz,C-Class,174943,8990
2012,Mercedes-Benz,GLK350,207000,9500
2011,Mercedes-Benz,C-Class,183000,9995
2012,Mercedes-Benz,E-Class,215333,10995
2008,Mercedes-Benz,E-Class,132000,11500
2013,Mercedes-Benz,C-Class,188243,12495
2021,Mercedes-Benz,GLC300,13878,59130
2009,Mercedes-Benz,M-Class,124000,12990
2012,Mercedes-Benz,C-Class,104000,12995
2012,Mercedes-Benz,GL-Class,212000,13499
2014,Mercedes-Benz,B-Class,117000,13895
2012,Mercedes-Benz,C-Class,164000,13995
2014,Mercedes-Benz,C-Class,155560,14450
2011,Mercedes-Benz,GL-Class,169000,15800
2011,Mercedes-Benz,GLK-Class,100000,15900
2013,Mercedes-Benz,R-Class,191800,15992
2023,Mercedes-Benz,C-Class,90,77428
2009,Mercedes-Benz,S-Class,154000,16600
2013,Mercedes-Benz,GLK-Class,123000,16990
2009,Mercedes-Benz,CLS550,101000,16990
2014,Mercedes-Benz,C350,175000,17000
2012,Mercedes-Benz,GLK-Class,96000,17495
2013,Mercedes-Benz,GLK-Class,135680,17500
2007,Mercedes-Benz,SLK-Class,126798,17788
2012,Mercedes-Benz,E-Class,115500,18495
2011,Mercedes-Benz,S-Class,211154,18800
2001,Mercedes-Benz,CL-Class,42645,28950
2014,Mercedes-Benz,C-Class,101164,18888
2014,Mercedes-Benz,E-Class,177049,18888
2014,Mercedes-Benz,E-Class,214432,18900
2013,Mercedes-Benz,C-Class,99670,18950
2013,Mercedes-Benz,M-Class,165000,18998
2014,Mercedes-Benz,E-Class,167362,19490
2016,Mercedes-Benz,CLA,157000,19845
2016,Mercedes-Benz,B-Class,76216,19900
2015,Mercedes-Benz,GLA-Class,106000,19988
2012,Mercedes-Benz,S-Class,185000,19990
2016,Mercedes-Benz,GLA,133000,19990
2013,Mercedes-Benz,E-Class,148052,20777
2013,Mercedes-Benz,M-Class,151000,20888
2016,Mercedes-Benz,C-Class,163000,20995
2016,Mercedes-Benz,CLA,122989,20995
2014,Mercedes-Benz,GLK-Class,128891,20998
2014,Mercedes-Benz,ML350,208000,21000
2015,Mercedes-Benz,GLK-Class,157422,21495
2019,Mercedes-Benz,E63,47991,103995
2014,Mercedes-Benz,M-Class,177000,21499
2016,Mercedes-Benz,GLA,139200,21800
2016,Mercedes-Benz,CLA250,140147,21876
2013,Mercedes-Benz,CLS-Class,167000,21900
2015,Mercedes-Benz,C-Class,123000,21995
2015,Mercedes-Benz,GLA-Class,110768,21995
2015,Mercedes-Benz,CLA-Class,87945,22450
2014,Mercedes-Benz,E-Class,147000,22490
2012,Mercedes-Benz,M-Class,238439,22499
2020,Mercedes-Benz,C-Class,13228,68891
2015,Mercedes-Benz,GLK-Class,131271,22500
2015,Mercedes-Benz,C-Class,140798,22695
2017,Mercedes-Benz,B-Class,58309,22880
2015,Mercedes-Benz,ML350,133655,22888
2015,Mercedes-Benz,GLK-Class,98284,22890
2015,Mercedes-Benz,GLK-Class,119000,22995
2016,Mercedes-Benz,C-Class,152890,22995
2008,Mercedes-Benz,S550,132000,22995
2014,Mercedes-Benz,M-Class,155969,22995
2022,Mercedes-Benz,A250,7351,50334
2015,Mercedes-Benz,M-Class,160000,22999
2015,Mercedes-Benz,M-Class,160000,22999
2013,Mercedes-Benz,M-Class,120688,23495
2016,Mercedes-Benz,E-Class,158000,23500
2015,Mercedes-Benz,C-Class,122482,23888
2017,Mercedes-Benz,CLA250,97479,23900
2018,Mercedes-Benz,B-Class,77749,23988
2015,Mercedes-Benz,CLA-Class,81227,23997
2011,Mercedes-Benz,E-Class,112477,23999
2020,Mercedes-Benz,A220,38238,39895
2015,Mercedes-Benz,C-Class,113411,24150
2016,Mercedes-Benz,GLA,89443,24495
2015,Mercedes-Benz,C-Class,131000,24500
2015,Mercedes-Benz,E-Class,152000,24888
2016,Mercedes-Benz,GLA,96000,24900
2015,Mercedes-Benz,GLA-Class,85407,24995
2017,Mercedes-Benz,CLA-Class,132000,24995
2015,Mercedes-Benz,C-Class,131985,24995
2015,Mercedes-Benz,GLK-Class,102462,24995
2022,Mercedes-Benz,GLC300,9986,61853
2016,Mercedes-Benz,CLA250,69530,24998
2018,Mercedes-Benz,B-Class,58657,24999
2015,Mercedes-Benz,C-Class,81000,25495
2016,Mercedes-Benz,GLA,101000,25499
2015,Mercedes-Benz,M-Class,136666,25500
2014,Mercedes-Benz,E-Class,96900,25888
2014,Mercedes-Benz,E-Class,134000,25888
2015,Mercedes-Benz,M-Class,126164,25900
2015,Mercedes-Benz,CLA-Class,70536,25980
2016,Mercedes-Benz,C-Class,123000,30450
2015,Mercedes-Benz,M-Class,128000,25990
2015,Mercedes-Benz,C-Class,74380,26777
2014,Mercedes-Benz,M-Class,127023,26880
2014,Mercedes-Benz,GL450,140000,26900
2017,Mercedes-Benz,CLA,95874,26977
2015,Mercedes-Benz,M-Class,131541,26995
2018,Mercedes-Benz,GLE43,53757,62995
2022,Mercedes-Benz,GLE450,21687,91999
2017,Mercedes-Benz,C-Class,108000,40800
2023,Mercedes-Benz,C300,90,77184
2018,Mercedes-Benz,GLA250,104000,29000
2019,Mercedes-Benz,GLA250,82500,33300
2020,Mercedes-Benz,G-Class,39300,247900
2015,Mercedes-Benz,GLA-Class,46010,26995
2015,Mercedes-Benz,M-Class,151013,26995
2015,Mercedes-Benz,M-Class,152000,26999
2013,Mercedes-Benz,S-Class,135684,26999
2022,Mercedes-Benz,A220,5923,51364
2015,Mercedes-Benz,M-Class,121000,27595
2015,Mercedes-Benz,M-Class,98243,27900
